Sector,Project ID,Parent company,Company Country (HQ),Project Status,Destination Country,Destination city,Year Announced,Year Completed,Technology,Industry activity,Capital Investment (US$m),Expansion,Joint Venture,Joint Venture Local,Joint Venture Company,Source (Parent company name and HQ),Source (Project Status),"Source (Project location, country and city)",Source (Amount),"Source (Ownership share, where available)",Source (Date Announced [MM/DD/YYYY]),Source (Date Completed [MM/DD/YYYY]),Source (Industry Activity),Source (Joint Venture),Operational
Battery,New_Umicore_CA1,Umicore,Belgium,Paused,Canada,Loyalist (Ontario),2022,2026,Battery,Manufacturing,2100,0,0,0,,https://www.umicore.com/en/media/newsroom/umicore-prepares-to-construct-battery-materials-production-plant-in-canada/,https://www.umicore.com/en/media/newsroom/umicore-shares-details-on-cost-saving-measures-and-pauses-construction-of-its-battery-materials-plant-in-canada/,https://www.umicore.com/en/media/newsroom/umicore-prepares-to-construct-battery-materials-production-plant-in-canada/,https://www.kingstonist.com/news/umicore-breaks-ground-on-multibillion-dollar-battery-plant-in-loyalist/,https://www.kingstonist.com/news/umicore-breaks-ground-on-multibillion-dollar-battery-plant-in-loyalist/,https://www.umicore.com/en/media/newsroom/umicore-prepares-to-construct-battery-materials-production-plant-in-canada/,,https://www.umicore.com/en/media/newsroom/umicore-prepares-to-construct-battery-materials-production-plant-in-canada/,,Paused
Battery,Battery1.21,Samsung,South Korea,Announced,Poland,Gdansk (Pomerania),2024,N/A,Battery,Manufacturing,2000,0,0,0,,https://news.metal.com/newscontent/102890919/samsung-sdi-consider-to-build-battery-gigafactory-in-poland,https://news.metal.com/newscontent/102890919/samsung-sdi-consider-to-build-battery-gigafactory-in-poland,https://www.agenzianova.com/en/news/poland-samsung-wants-to-build-a-battery-plant-for-electric-cars-worth-two-billion-euros/,https://www.agenzianova.com/en/news/poland-samsung-wants-to-build-a-battery-plant-for-electric-cars-worth-two-billion-euros/,,[UNVERIFIED] https://news.metal.com/newscontent/102890919/samsung-sdi-consider-to-build-battery-gigafactory-in-poland (year only),[UNVERIFIED] https://www.agenzianova.com/en/news/poland-samsung-wants-to-build-a-battery-plant-for-electric-cars-worth-two-billion-euros/ (year only),https://news.metal.com/newscontent/102890919/samsung-sdi-consider-to-build-battery-gigafactory-in-poland,,Announced only
Battery,Battery7.3,Gotion,China,Commenced,United States,Manteno (Illinois),2023,N/A,Battery,Manufacturing,2000,0,0,0,,https://www.illinois.gov/news/press-release.26993.html,https://www.illinoisedc.org/news/gov-pritzker-and-gotion-announce-new-2-billion-electric-vehicle-battery-gigafactory-in-kankakee-county/,https://www.illinois.gov/news/press-release.26993.html,https://www.illinois.gov/news/press-release.26993.html,,https://www.illinois.gov/news/press-release.26993.html 09/08/2023,https://autotechinsight.spglobal.com/news/5283484/gotion-to-start-ev-battery-production-in-manteno-in-september-with-five-production-lines (year only),https://gotionillinois.com/,,Under construction
Battery,FDI192516,LG,South Korea,Completed,China,Nanjing (Jiangsu),2018,2019,Battery,Manufacturing,2000,0,0,0,,https://www.electrive.com/2018/07/19/lg-chem-to-open-second-battery-factory-in-china/,https://news.metal.com/newscontent/101006894/stage-1-of-lg-chem-battery-project-in-china-reached-mass-production,https://asia.nikkei.com/Business/Companies/LG-Chem-breaks-ground-on-2nd-EV-battery-plant-in-China,https://www.electrive.com/2018/07/19/lg-chem-to-open-second-battery-factory-in-china/,,https://www.electrive.com/2018/07/19/lg-chem-to-open-second-battery-factory-in-china/ (year only),https://news.metal.com/newscontent/101006894/stage-1-of-lg-chem-battery-project-in-china-reached-mass-production (year only),https://www.electrive.com/2018/07/19/lg-chem-to-open-second-battery-factory-in-china/,,Operational
Battery,New_COBCO_MA1,COBCO,China,Commenced,Morocco,Jorf Lasfar (Casablanca-Settat),2023,2025,Battery,Manufacturing,2000,0,1,1,Al Mada and CNGR,https://cobco.ma/cobco-inaugurates-its-first-manufacturing-unit-with-a-capacity-of-40000-tons/,https://www.electrive.com/2025/06/26/cobco-starts-ev-battery-material-production-in-morocco/,https://www.electrive.com/2025/06/26/cobco-starts-ev-battery-material-production-in-morocco/,https://www.batteriesintertiol.com/2025/06/30/cobco-starts-up-2bn-morocco-battery-materials-plant/,https://cobco.ma/cobco-iugurates-its-first-manufacturing-unit-with-a-capacity-of-40000-tons/,https://www.maroc.ma/en/news/cobcos-manufacturing-unit-electric-battery-materials-major-milestone-moroccos-industry,https://cobco.ma/cobco-iugurates-its-first-manufacturing-unit-with-a-capacity-of-40000-tons/,https://www.electrive.com/2025/06/26/cobco-starts-ev-battery-material-production-in-morocco/,https://cobco.ma/cobco-iugurates-its-first-manufacturing-unit-with-a-capacity-of-40000-tons/,Under construction
Battery,HAR0009,CATL,China,Completed,Germany,Erfurt (Thuringia),2018,2022,Battery,Manufacturing,1910,0,0,0,,https://www.invest-in-thuringia.de/en/news/news-detail/catl-takes-off-europes-largest-cell-production-facility-starts-production/,https://www.invest-in-thuringia.de/en/news/news-detail/catl-takes-off-europes-largest-cell-production-facility-starts-production/,https://www.invest-in-thuringia.de/en/news/news-detail/catl-takes-off-europes-largest-cell-production-facility-starts-production/,https://www.electrive.com/2018/07/09/catl-revealing-details-on-battery-factory-in-erfurt/,,https://www.autonews.com/article/20180709/ANE/180709764/bmw-will-buy-battery-cells-from-catl-s-new-german-plant/ (year only),https://www.invest-in-thuringia.de/en/news/news-detail/catl-takes-off-europes-largest-cell-production-facility-starts-production/ (year only),https://www.invest-in-thuringia.de/en/news/news-detail/catl-takes-off-europes-largest-cell-production-facility-starts-production/,,Operational
Battery,New_SK_PL1,SK,South Korea,Operational,Poland,Dąbrowa Górnicza (Silesia),2019,2021,Battery,Manufacturing,1700,0,0,0,,https://www.fdiintelligence.com/content/8bf73ac3-6358-41b2-86fd-2d97aefb875e,https://www.paih.gov.pl/en/news/20211011-the_opening_ceremony_of_the_sk_hi_tech_battery_materials_factory/,https://www.paih.gov.pl/en/news/20211011-the_opening_ceremony_of_the_sk_hi_tech_battery_materials_factory/,https://www.fdiintelligence.com/content/8bf73ac3-6358-41b2-86fd-2d97aefb875e,https://www.paih.gov.pl/en/news/20211011-the_opening_ceremony_of_the_sk_hi_tech_battery_materials_factory/,https://www.paih.gov.pl/en/news/20211011-the_opening_ceremony_of_the_sk_hi_tech_battery_materials_factory/ (year only),https://www.paih.gov.pl/en/news/20211011-the_opening_ceremony_of_the_sk_hi_tech_battery_materials_factory/,https://www.paih.gov.pl/en/news/20211011-the_opening_ceremony_of_the_sk_hi_tech_battery_materials_factory/,,Operational
Battery,New_AESC_US1,AESC (Envision),Japan,Operational,United States,Smyrna (Tennessee),2012,2012,Battery,Manufacturing,1700,0,0,0,,https://www.solarpowerworldonline.com/2026/05/aesc-sells-tennessee-lithium-battery-cell-manufacturing-plant-to-fixx-energy/,https://www.solarpowerworldonline.com/2026/05/aesc-sells-tennessee-lithium-battery-cell-manufacturing-plant-to-fixx-energy/,https://www.solarpowerworldonline.com/2026/05/aesc-sells-tennessee-lithium-battery-cell-manufacturing-plant-to-fixx-energy/,https://www.reliableplant.com/Read/24773/Nissan-battery-plant-Tennessee,https://www.solarpowerworldonline.com/2026/05/aesc-sells-tennessee-lithium-battery-cell-manufacturing-plant-to-fixx-energy/,https://www.reliableplant.com/Read/24773/Nissan-battery-plant-Tennessee (year only),https://www.reliableplant.com/Read/24773/Nissan-battery-plant-Tennessee (year only),https://www.solarpowerworldonline.com/2026/05/aesc-sells-tennessee-lithium-battery-cell-manufacturing-plant-to-fixx-energy/,,Operational
Battery,Battery10.7,SK Innovation (SK Energy),South Korea,Completed,United States,Commerce (California),2018,2022,Battery,Manufacturing,1670,0,0,0,,https://gov.georgia.gov/press-releases/2023-01-30/gov-kemp-sk-battery-america-exceeds-hiring-goal-track-reach-3000-workers,https://insideevs.com/news/419036/sk-innovation-2nd-battery-gigafactory-georgia/,https://gov.georgia.gov/press-releases/2023-01-30/gov-kemp-sk-battery-america-exceeds-hiring-goal-track-reach-3000-workers,https://eepower.com/news/sk-innovation-to-invest-1-67-billion-in-ev-battery-factory-in-georgia/,,https://eepower.com/news/sk-innovation-to-invest-1-67-billion-in-ev-battery-factory-in-georgia/ (year only),https://gov.georgia.gov/press-releases/2023-01-30/gov-kemp-sk-battery-america-exceeds-hiring-goal-track-reach-3000-workers (year only),https://gov.georgia.gov/press-releases/2023-01-30/gov-kemp-sk-battery-america-exceeds-hiring-goal-track-reach-3000-workers,,Operational
Battery,New_XTCNewEnergyMateri_FR1,XTC New Energy Materials (Xiamen),China,Under Construction,France,Dunkirk (Hauts-de-France),2023,2028,Battery,Manufacturing,1620,0,1,1,Orano,https://www.orano.group/en/news/news-group/2024/december/automotive-battery-components-orano-and-xtc-new-energy-announce-the-creation-of-two-joint-ventures-in-france-as-part-of-their-collaboration-project,https://finance.yahoo.com/news/xtc-energy-orano-announce-construction-144800456.html,https://finance.yahoo.com/news/xtc-energy-orano-announce-construction-144800456.html,http://en.fao.xm.gov.cn/2024-05/11/c_986454.htm,https://finance.yahoo.com/news/xtc-energy-orano-announce-construction-144800456.html,https://finance.yahoo.com/news/xtc-energy-orano-announce-construction-144800456.html,https://finance.yahoo.com/news/xtc-energy-orano-announce-construction-144800456.html,https://www.orano.group/en/news/news-group/2026/march/xtc-new-energy-and-orano-announce-the-construction-of-their-first-battery-cathode-active-material-manufacturing-plant-in-northern-france,https://finance.yahoo.com/news/xtc-energy-orano-announce-construction-144800456.html,Under construction
Battery,New_Viaanode_CA1,Viaanode,Norway,Announced,Canada,St Catherines (Ontario),2025,2028,Battery,Manufacturing,1538,0,0,0,,https://www.vianode.com/news/vianode-to-build-large-scale-clean-synthetic-graphite-plant-in-ontario-in-support-of-canadas-contribution-to-the-g7-critical-minerals-production-alliance,https://www.vianode.com/news/vianode-to-build-large-scale-clean-synthetic-graphite-plant-in-ontario-in-support-of-canadas-contribution-to-the-g7-critical-minerals-production-alliance,https://www.vianode.com/news/vianode-to-build-large-scale-clean-synthetic-graphite-plant-in-ontario-in-support-of-canadas-contribution-to-the-g7-critical-minerals-production-alliance,https://www.vianode.com/news/vianode-to-build-large-scale-clean-synthetic-graphite-plant-in-ontario-in-support-of-canadas-contribution-to-the-g7-critical-minerals-production-alliance,https://www.vianode.com/news/vianode-to-build-large-scale-clean-synthetic-graphite-plant-in-ontario-in-support-of-canadas-contribution-to-the-g7-critical-minerals-production-alliance,https://www.vianode.com/news/vianode-to-build-large-scale-clean-synthetic-graphite-plant-in-ontario-in-support-of-canadas-contribution-to-the-g7-critical-minerals-production-alliance,https://www.vianode.com/news/vianode-to-build-large-scale-clean-synthetic-graphite-plant-in-ontario-in-support-of-canadas-contribution-to-the-g7-critical-minerals-production-alliance,https://www.vianode.com/news/vianode-to-build-large-scale-clean-synthetic-graphite-plant-in-ontario-in-support-of-canadas-contribution-to-the-g7-critical-minerals-production-alliance,,Announced only
Battery,HAR0025,EVE Energy,China,Announced,United Kingdom,Coventry (West Midlands),2024,N/A,Battery,Manufacturing,1500,0,0,0,,https://www.electrive.com/2024/03/25/eve-energy-considers-building-battery-factory-in-coventry/,https://www.electrive.com/2024/03/25/eve-energy-considers-building-battery-factory-in-coventry/,https://www.edie.net/west-midlands-gigafactory-set-to-secure-1bn-investment-from-chinese-ev-battery-maker/,https://www.sustainability-beat.co.uk/2024/03/25/bmw-ev-battery-energy/,,https://www.electrive.com/2024/03/25/eve-energy-considers-building-battery-factory-in-coventry/ (year only),[UNVERIFIED] https://www.evinfrastructurenews.com/public-charging/eve-energy-discusses-investing-1-billion-into-coventry-60gwh-gigafactory (year only),https://www.evinfrastructurenews.com/public-charging/eve-energy-discusses-investing-1-billion-into-coventry-60gwh-gigafactory,,Announced only
Battery,New_HuayouCobalt_HU1,Huayou Cobalt,China,Under Construction,Hungary,Ács (Komárom-Esztergom),2023,N/A,Battery,Manufacturing,1500,0,0,0,,https://www.yicaiglobal.com/news/chinas-huayou-cobalt-gains-after-hungarian-plant-lands-another-big-battery-materials-order,https://ceenergynews.com/transport/chinese-owned-huayou-cobalt-chooses-hungary-for-its-first-ev-battery-plant-in-europe/,https://www.electrive.com/2023/06/23/huayou-cobalt-to-build-cathode-plant-in-hungary/,https://source.benchmarkminerals.com/article/chinese-battery-materials-producers-expand-overseas-with-hungary-south-korea-deals,https://www.yicaiglobal.com/news/chinas-huayou-cobalt-gains-after-hungarian-plant-lands-another-big-battery-materials-order,https://ceenergynews.com/transport/chinese-owned-huayou-cobalt-chooses-hungary-for-its-first-ev-battery-plant-in-europe/,https://www.gwm-global.com/news/3401476.html,https://ceenergynews.com/transport/chinese-owned-huayou-cobalt-chooses-hungary-for-its-first-ev-battery-plant-in-europe/,,Under construction
Battery,New_BMW_CN2,BMW,Germany,Operational,China,Shenyang (Liaoning),2018,2020,Battery,Manufacturing,1487,0,1,1,Brilliance,https://www.electrive.com/2024/04/29/bmw-makes-china-site-fit-for-the-neue-klasse/,https://www.electrive.com/2024/04/29/bmw-makes-china-site-fit-for-the-neue-klasse/,https://www.shenyang.gov.cn/english/business/202305/t20230525_4469838.html,https://www.press.bmwgroup.com/global/article/detail/T0441753EN/production-milestone-in-shenyang:-bba-reaches-6-million-vehicles?language=en,https://www.electrive.com/2024/04/29/bmw-makes-china-site-fit-for-the-neue-klasse/,https://www.electrive.com/2024/04/29/bmw-makes-china-site-fit-for-the-neue-klasse/ (year only),https://electrification-solutions.com/chinas-battery-giants-forge-full-industry-chain-in-morocco-via-chain-investment-creating-new-gateway-to-global-markets/,https://www.electrive.com/2024/04/29/bmw-makes-china-site-fit-for-the-neue-klasse/,https://www.electrive.com/2024/04/29/bmw-makes-china-site-fit-for-the-neue-klasse/,Operational
Battery,HAR0074,Sunwoda,China,Commenced,Thailand,Chonburi,2025,N/A,Battery,Manufacturing,1470,0,0,0,,https://cnevpost.com/2025/03/13/thailand-approves-sunwoda-investment-ev-battery-cell-plants/,https://cnevpost.com/2025/03/13/thailand-approves-sunwoda-investment-ev-battery-cell-plants/,https://www.nationthailand.com/business/automobile/40047370,https://www.ess-news.com/2025/03/24/chinas-sunwoda-invests-1-5bn-in-thailand-battery-plants/,https://www.nationthailand.com/business/corporate/40029835,https://cnevpost.com/2025/03/13/thailand-approves-sunwoda-investment-ev-battery-cell-plants/ (year only),https://www.just-auto.com/news/thailand-sunwodas-battery-cell/ (year only),https://cnevpost.com/2025/03/13/thailand-approves-sunwoda-investment-ev-battery-cell-plants/,,Under construction
Battery,Battery1.10,Samsung,South Korea,Commenced,China,Xi'an (Shaanxi),2018,N/A,Battery,Manufacturing,1470,0,0,0,,http://m.nbdpress.com/articles/2018-12-10/5778.html,https://www.yicaiglobal.com/news/samsung-unit-to-invest-usd15-billion-restart-xian-power-battery-project-,https://www.china-arn.com/en/index.php?c=show&id=70,https://news.metal.com/newscontent/100859391/report:-samsung-sdi-to-expand-power-battery-capacity-in-china/,,http://m.nbdpress.com/articles/2018-12-10/5778.html 12/10/2018,https://www.yicaiglobal.com/news/samsung-unit-to-invest-usd15-billion-restart-xian-power-battery-project- (year only),http://m.nbdpress.com/articles/2018-12-10/5778.html,,Under construction
